Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
29360;CLOHARS-CARNOËT; 4 528; 4 528;29360; 4 528
29370;ELLIANT; 5 210; 5 210;29370; 5 210
29380;BANNALEC; 8 303; 8 303;29380; 8 303
29390;SCAËR; 6 121; 6 121;29390; 6 121
29400;LANDIVISIAU; 19 943; 19 943;29400; 19 943
29410;PLEYBER-CHRIST; 10 667; 10 667;29410; 10 667
29420;PLOUVORN; 6 340; 6 340;29420; 6 340
29430;PLOUESCAT; 8 078; 8 078;29430; 8 078
29440;PLOUZÉVÉDÉ; 5 178; 5 178;29440; 5 178
29450;SIZUN; 3 935; 3 935;29450; 3 935
29460;HÔPITAL-CAMFROUT; 12 098; 12 098;29460; 12 098
29470;PLOUGASTEL-DAOULAS; 17 071; 17 071;29470; 17 071
29480;LE RELECQ-KERHUON; 11 717; 11 717;29480; 11 717
29490;GUIPAVAS; 15 050; 15 050;29490; 15 050
29500;ERGUÉ-GABÉRIC; 8 434; 8 434;29500; 8 434
29510;BRIEC; 11 521; 11 521;29510; 11 521
29520;CHÂTEAUNEUF-DU-FAOU; 5 758; 5 758;29C05; 6 715
29530;PLONÉVEZ-DU-FAOU; 4 023; 4 023;29530; 4 023
29540;SPÉZET; 1 758; 1 758;29540; 1 758
29550;PLOMODIERN; 5 296; 5 296;29550; 5 296
29560;TELGRUC-SUR-MER; 3 555; 3 555;29560; 3 555
29570;CAMARET-SUR-MER; 3 302; 3 302;29570; 3 302
29590;PONT-DE-BUIS-LÈS-QUIMERCH; 8 333; 8 333;29590; 8 333
29600;MORLAIX; 25 027; 25 027;29600; 25 027
29610;PLOUIGNEAU; 1 050; 6 136;29610; 6 136
29620;LANMEUR; 4 364; 4 364;29620; 4 364
29630;PLOUGASNOU; 3 392; 3 392;29630; 3 392
29640;PLOUGONVEN; 4 729; 4 729;29640; 4 729
29650;GUERLESQUIN; 2 442; 7 528;29650; 2 442
29660;CARANTEC; 3 189; 3 189;29660; 3 189
29670;TAULÉ; 4 960; 4 960;29670; 4 960
29680;ROSCOFF; 3 489; 3 489;29C01; 3 941
29690;HUELGOAT; 4 255; 5 735;29690; 4 255
29700;PLOMELIN; 8 370; 8 370;29700; 8 370
29710;PLOZÉVET; 13 326; 13 326;29710; 13 326
29720;PLONÉOUR-LANVERN; 7 795; 7 795;29720; 7 795
29730;GUILVINEC; 5 087; 5 087;29730; 5 087
29740;PLOBANNALEC-LESCONIL; 3 568; 3 568;29740; 3 568
29750;LOCTUDY; 4 013; 4 013;29750; 4 013
29760;PENMARCH; 5 149; 5 149;29760; 5 149
29770;AUDIERNE; 6 933; 6 933;29C03; 7 193
29780;PLOUHINEC; 3 951; 3 951;29780; 3 951
29790;PONT-CROIX; 4 408; 4 408;29790; 4 408
29800;LANDERNEAU; 32 220; 32 220;29800; 32 220
29810;PLOUARZEL; 8 979; 8 979;29C06; 9 972
29820;GUILERS; 11 591; 11 591;29820; 11 591
29830;PLOUDALMÉZEAU; 12 613; 12 613;29830; 12 613
29840;PORSPODER; 4 222; 4 222;29840; 4 222
29850;GOUESNOU; 6 215; 6 215;29850; 6 215
29860;PLABENNEC; 19 272; 19 272;29860; 19 272
29870;LANNILIS; 11 046; 11 046;29870; 11 046
29880;PLOUGUERNEAU; 8 631; 8 631;29880; 8 631
29890;KERLOUAN; 4 456; 4 456;29890; 4 456
29900;CONCARNEAU; 19 816; 19 816;29900; 19 816
29910;TRÉGUNC; 7 064; 7 064;29910; 7 064
29920;NÉVEZ; 2 686; 2 686;29920; 2 686
29930;PONT-AVEN; 2 821; 2 821;29930; 2 821
29940;LA FORÊT-FOUESNANT; 3 438; 3 438;29940; 3 438
29950;BÉNODET; 8 482; 8 482;29950; 8 482
29970;TRÉGOUREZ;  957;  957;29C05; 6 715
29980;ÎLE-TUDY;  733;  733;29C04; 19 397
29990;ÎLE-DE-SEIN;  260;  260;29C03; 7 193
2A000;AJACCIO;  0; 71 361;2AC14; 108 897
2A090;AJACCIO;  0; 71 361;2AC14; 108 897
2A100;SARTÈNE; 3 674; 3 674;2AC18; 3 674
2A110;PROPRIANO; 4 866; 4 866;2AC17; 6 391
2A111;CALCATOGGIO;  888;  888;2AC14; 108 897
2A112;SAINTE-LUCIE-DE-TALLANO;  648;  648;2AC16; 3 223
2A113;OLMETO; 1 218; 1 218;2AC17; 6 391
2A114;FIGARI; 1 466; 1 466;2AC19; 24 392
2A115;PIANA;  468;  468;2AC12; 3 011
2A116;AULLÈNE;  237;  237;2AC16; 3 223
2A117;CAURO; 3 539; 3 539;2AC14; 108 897
2A118;VICO;  0; 1 568;2AC13; 2 527
2A119;BASTELICA;  520;  520;2AC14; 108 897
2A121;PASTRICCIOLA;  350;  350;2AC14; 108 897
2A122;QUENZA;  200;  200;2AC16; 3 223
2A123;PILA-CANALE;  280;  451;2AC15; 5 000
2A124;ZONZA;  0; 2 759;2AC19; 24 392
2A125;SOCCIA;  199;  312;2AC13; 2 527
2A126;ÉVISA;  282;  282;2AC12; 3 011
2A127;SERRA-DI-SCOPAMÈNE;  83;  83;2AC16; 3 223
2A128;GROSSETO-PRUGNA;  209; 5 382;2AC14; 108 897
2A129;BASTELICACCIA; 4 124; 4 124;2AC14; 108 897
2A130;CARGÈSE; 1 297; 1 297;2AC12; 3 011
2A131;PIANOTTOLI-CALDARELLO;  910;  910;2AC19; 24 392
2A132;ZICAVO;  225;  225;2AC15; 5 000
2A133;UCCIANI;  882;  882;2AC14; 108 897
2A134;PALNECA;  451;  451;2AC15; 5 000
2A135;CONCA; 1 145; 1 145;2AC19; 24 392
2A136;BOCOGNANO;  374;  374;2AC14; 108 897
2A137;PORTO-VECCHIO; 12 970; 14 058;2AC19; 24 392
2A138;COTI-CHIAVARI;  713;  713;2AC14; 108 897
2A139;LOPIGNA;  103;  103;2AC14; 108 897
2A140;PETRETO-BICCHISANO; 2 195; 2 195;2AC15; 5 000
2A141;MARIGNANA;  107;  107;2AC12; 3 011
2A142;CAMPO;  156;  156;2AC15; 5 000
2A143;FOZZANO;  307;  307;2AC17; 6 391
2A144;ZONZA;  0; 2 759;2AC19; 24 392
2A145;SARI-SOLENZARA; 1 392; 1 392;2BC11; 13 835
2A146;SOTTA; 1 401; 1 401;2AC19; 24 392
2A147;SERRIERA;  318;  318;2AC12; 3 011
2A148;COZZANO;  276;  276;2AC15; 5 000
2A150;OTA;  539;  539;2AC12; 3 011
2A151;SARI-D'ORCINO;  683;  683;2AC14; 108 897
2A152;SORBOLLANO;  76;  76;2AC16; 3 223
2A153;GUITERA-LES-BAINS;  151;  151;2AC15; 5 000
2A157;FRASSETO;  137;  137;2AC15; 5 000
2A160;GUAGNO;  647; 2 328;2AC13; 2 527
2A163;TAVERA;  399;  399;2AC14; 108 897
2A164;CARGIACA;  58;  58;2AC16; 3 223
2A165;LORETO-DI-TALLANO;  52;  52;2AC16; 3 223
2A166;PIETROSELLA; 1 859; 7 203;2AC14; 108 897
2A167;ALATA; 17 122; 88 483;2AC14; 108 897
2A168;CORRANO;  71;  71;2AC15; 5 000
2A169;BONIFACIO; 3 192; 3 192;2AC19; 24 392
2A170;SAN-GAVINO-DI-CARBINI;  781; 1 869;2AC16; 3 223
2A171;MONACIA-D'AULLÈNE;  549;  549;2AC19; 24 392
2A172;VERO;  598;  598;2AC14; 108 897
2A173;ZÉVACO;  54;  54;2AC15; 5 000
2A190;SANTA-MARIA-SICHÉ;  833;  833;2AC15; 5 000
2B200;BASTIA; 8 129; 56 632;2BC02; 88 142
2B212;ERBAJOLO;  533;  533;2BC08; 13 393
2B213;PENTA-DI-CASINCA; 5 328; 5 328;2BC06; 11 527
2B214;CALENZANA; 1 046; 3 507;2BC07; 11 019
2B215;VESCOVATO; 5 087; 5 087;2BC06; 11 527
2B217;SAINT-FLORENT; 2 390; 2 736;2BC01; 8 387
2B218;MOROSAGLIA; 3 106; 3 106;2BC05; 4 536
2B219;VIVARIO;  462;  462;2BC08; 13 393
2B220;L'ÎLE-ROUSSE; 7 316; 8 211;2BC04; 11 327
2B221;CERVIONE; 3 543; 3 543;2BC09; 3 986
2B222;BRANDO; 1 624; 1 624;2BC01; 8 387
2B224;CALACUCCIA;  826;  826;2BC08; 13 393
2B225;MURO; 1 060; 1 060;2BC04; 11 327
2B226;BELGODÈRE; 1 529; 1 529;2BC04; 11 327
2B227;GHISONI;  210;  210;2BC11; 13 835
2B228;LURI; 1 302; 1 302;2BC01; 8 387
2B229;PIEDICROCE;  553;  553;2BC06; 11 527
2B230;SAN-NICOLAO; 8 469; 8 469;2BC10; 12 290
2B231;VENACO;  713;  713;2BC08; 13 393
2B232;OLETTA; 2 666; 2 666;2BC03; 4 883
2B233;SISCO; 1 811; 1 811;2BC01; 8 387
2B234;PERELLI;  443;  443;2BC09; 3 986
2B235;CASTELLO-DI-ROSTINO;  951;  951;2BC05; 4 536
2B236;OMESSA;  760;  760;2BC08; 13 393
2B237;LA PORTA;  559;  559;2BC06; 11 527
2B238;CENTURI;  298;  298;2BC01; 8 387
2B239;MURATO;  937;  937;2BC02; 88 142
2B240;GHISONACCIA; 7 818; 7 818;2BC11; 13 835
2B242;PIETROSO;  744;  744;2BC08; 13 393
2B243;PRUNELLI-DI-FIUMORBO; 4 415; 4 415;2BC11; 13 835
2B244;SAN-LORENZO;  364;  364;2BC05; 4 536
2B245;GALÉRIA;  478;  478;2BC07; 11 019
2B246;SANTO-PIETRO-DI-TENDA;  466;  812;2BC03; 4 883
2B247;ROGLIANO;  0;  538;2BC01; 8 387
2B248;TOMINO;  188;  726;2BC01; 8 387
2B250;CORTE; 8 882; 8 882;2BC08; 13 393
2B251;PANCHERACCIA;  276;  473;2BC08; 13 393
2B252;CAMPITELLO;  311;  311;2BC02; 88 142
2B253;PATRIMONIO; 1 405; 1 405;2BC03; 4 883
2B256;CORBARA;  0;  895;2BC04; 11 327
2B259;OLMI-CAPPELLA;  318;  318;2BC04; 11 327
2B260;CALVI; 7 034; 9 495;2BC07; 11 019
2B270;ALÉRIA; 3 555; 3 752;2BC10; 12 290
2B272;ZALANA;  266;  266;2BC10; 12 290
2B275;ERSA;  155;  155;2BC01; 8 387
2B276;ASCO;  115;  115;2BC05; 4 536
2B279;VILLE-DI-PARASO;  209;  209;2BC04; 11 327
2B287;MERIA;  81;  81;2BC01; 8 387
2B290;BORGO; 16 844; 16 844;2BC02; 88 142
2B600;FURIANI; 5 608; 54 111;2BC02; 88 142
2B620;BIGUGLIA; 7 810; 7 810;2BC02; 88 142
30000;NÎMES;  0; 148 561;30000; 148 561
30100;ALÈS; 41 837; 41 837;30100; 41 837
30110;LA GRAND-COMBE; 10 922; 10 922;30110; 10 922
30111;CONGÉNIES; 1 667; 1 667;30C02; 7 565
30114;NAGES-ET-SOLORGUES; 2 502; 2 502;30114; 2 502
30120;LE VIGAN; 8 393; 8 393;30C04; 10 193
30121;MUS; 1 431; 1 431;30C03; 6 739
30122;LES PLANTIERS;  259;  259;30C01; 1 095
30124;L'ESTRÉCHURE;  191;  191;30C01; 1 095
30125;SAUMANE;  281;  281;30C01; 1 095
30126;SAINT-LAURENT-DES-ARBRES; 5 956; 5 956;30126; 5 956
30127;BELLEGARDE; 7 353; 7 353;30127; 7 353
30128;GARONS; 4 940; 4 940;30128; 4 940
30129;MANDUEL; 11 040; 11 040;30129; 11 040
30130;PONT-SAINT-ESPRIT; 14 191; 14 191;30130; 14 191
30131;PUJAUT; 3 921; 3 921;30131; 3 921
30132;CAISSARGUES; 4 150; 4 150;30132; 4 150
30133;LES ANGLES; 8 476; 8 476;30133; 8 476
30140;ANDUZE; 14 181; 14 181;30140; 14 181
30150;ROQUEMAURE; 11 124; 11 124;30150; 11 124
30160;BESSÈGES; 5 412; 5 412;30160; 5 412
30170;SAINT-HIPPOLYTE-DU-FORT; 6 952; 6 952;30170; 6 952
30190;SAINT-GENIÈS-DE-MALGOIRÈS; 17 816; 17 816;30190; 17 816
30200;BAGNOLS-SUR-CÈZE; 27 664; 27 664;30200; 27 664
30210;REMOULINS; 16 663; 16 663;30210; 16 663
30220;AIGUES-MORTES; 12 096; 12 096;30220; 12 096
30230;BOUILLARGUES; 9 123; 9 123;30230; 9 123
30240;LE GRAU-DU-ROI; 8 419; 8 419;30240; 8 419
30250;SOMMIÈRES; 15 379; 15 379;30250; 15 379
30260;QUISSAC; 9 069; 9 069;30260; 9 069
30270;SAINT-JEAN-DU-GARD; 2 437; 2 437;30270; 2 437
30290;LAUDUN-L'ARDOISE; 8 466; 8 466;30290; 8 466
30300;BEAUCAIRE; 25 696; 25 696;30300; 25 696
30310;VERGÈZE; 5 308; 5 308;30C03; 6 739
30320;MARGUERITTES; 17 090; 17 090;30320; 17 090
30330;TRESQUES; 9 771; 9 771;30330; 9 771
30340;SAINT-PRIVAT-DES-VIEUX; 19 899; 19 899;30340; 19 899
30350;LÉZAN; 8 814; 8 814;30350; 8 814
30360;VÉZÉNOBRES; 7 379; 7 379;30360; 7 379
30380;SAINT-CHRISTOL-LEZ-ALÈS; 7 055; 7 055;30380; 7 055
30390;ARAMON; 6 798; 6 798;30390; 6 798
30400;VILLENEUVE-LÈS-AVIGNON; 12 216; 12 216;30400; 12 216
30410;MOLIÈRES-SUR-CÈZE; 2 013; 2 013;30410; 2 013
30420;CALVISSON; 5 898; 5 898;30C02; 7 565
30430;BARJAC; 4 241; 4 241;30430; 4 241
30440;SUMÈNE; 2 547; 2 547;30440; 2 547
30450;GÉNOLHAC; 2 353; 2 353;30450; 2 353
30460;LASALLE; 1 961; 1 961;30460; 1 961
30470;AIMARGUES; 5 717; 5 717;30470; 5 717
30480;CENDRAS; 2 006; 2 006;30480; 2 006
30490;MONTFRIN; 3 163; 3 163;30490; 3 163
30500;SAINT-AMBROIX; 7 445; 7 445;30500; 7 445
30510;GÉNÉRAC; 4 071; 4 071;30510; 4 071
30520;SAINT-MARTIN-DE-VALGALGUES; 4 497; 4 497;30520; 4 497
30530;CHAMBORIGAUD; 1 553; 1 553;30530; 1 553
30540;MILHAUD; 5 721; 5 721;30540; 5 721
30560;SAINT-HILAIRE-DE-BRETHMAS; 4 503; 4 503;30560; 4 503
30570;VAL-D'AIGOUAL; 2 014; 2 014;30570; 2 014
30580;BROUZET-LÈS-ALÈS; 3 329; 3 329;30580; 3 329
30600;VAUVERT; 12 871; 12 871;30600; 12 871
30610;SAUVE; 2 539; 2 539;30610; 2 539
30620;UCHAUD; 10 208; 10 208;30620; 10 208
30630;GOUDARGUES; 3 442; 3 442;30630; 3 442
30640;BEAUVOISIN; 5 104; 5 104;30640; 5 104
30650;ROCHEFORT-DU-GARD; 9 748; 9 748;30650; 9 748
30660;GALLARGUES-LE-MONTUEUX; 3 632; 3 632;30660; 3 632
30670;AIGUES-VIVES; 3 338; 3 338;30670; 3 338
30700;UZÈS; 21 474; 21 474;30700; 21 474
30720;RIBAUTE-LES-TAVERNES; 2 113; 2 113;30720; 2 113
30730;SAINT-MAMERT-DU-GARD; 6 667; 6 667;30730; 6 667
30740;LE CAILAR; 2 418; 2 418;30740; 2 418
30750;LANUÉJOLS;  870;  870;30C04; 10 193
30760;SAINT-JULIEN-DE-PEYROLAS; 2 744; 2 744;30760; 2 744
30770;AUMESSAS;  930;  930;30C04; 10 193
30800;SAINT-GILLES; 13 931; 13 931;30800; 13 931
30820;CAVEIRAC; 4 308; 4 308;30820; 4 308
30840;MEYNES; 2 503; 2 503;30840; 2 503
30870;CLARENSAC; 5 013; 5 013;30870; 5 013
30900;NÎMES;  0; 148 561;30000; 148 561
30920;CODOGNAN; 2 418; 2 418;30920; 2 418
30940;SAINT-ANDRÉ-DE-VALBORGNE;  364;  364;30C01; 1 095
30960;LES MAGES; 4 580; 4 580;30960; 4 580
30980;LANGLADE; 3 292; 3 292;30980; 3 292
31000;TOULOUSE;  0; 493 465;31000; 493 465
31100;TOULOUSE;  0; 493 465;31000; 493 465
31110;BAGNÈRES-DE-LUCHON; 5 330; 5 330;31110; 5 330
31120;PORTET-SUR-GARONNE; 24 545; 24 545;31120; 24 545
31130;BALMA; 25 515; 25 515;31130; 25 515
31140;LAUNAGUET; 37 099; 37 099;31140; 37 099
31150;BRUGUIÈRES; 21 599; 21 599;31150; 21 599
31160;ASPET; 6 115; 6 364;31160; 6 115
31170;TOURNEFEUILLE; 28 117; 28 117;31170; 28 117
31180;CASTELMAUROU; 11 698; 11 698;31180; 11 698
31190;AUTERIVE; 18 093; 18 093;31190; 18 093
31200;TOULOUSE;  0; 493 465;31000; 493 465
31210;MONTRÉJEAU; 9 668; 9 668;31210; 9 668
31220;CAZÈRES; 12 388; 12 388;31220; 12 388
31230;L'ISLE-EN-DODON; 4 543; 4 543;31230; 4 543
31240;L'UNION; 22 815; 22 815;31240; 22 815
31250;REVEL; 10 021; 10 021;31250; 10 021
31260;SALIES-DU-SALAT; 6 871; 6 871;31260; 6 871
31270;CUGNAUX; 38 686; 38 686;31270; 38 686
31280;DRÉMIL-LAFAGE; 5 679; 5 679;31280; 5 679
31290;VILLEFRANCHE-DE-LAURAGAIS; 14 013; 14 013;31290; 14 013
31300;TOULOUSE;  0; 493 465;31000; 493 465
31310;MONTESQUIEU-VOLVESTRE; 8 283; 8 283;31310; 8 283
31320;CASTANET-TOLOSAN; 25 383; 25 383;31320; 25 383
31330;GRENADE; 20 438; 20 438;31330; 20 438
31340;VILLEMUR-SUR-TARN; 12 304; 12 304;31340; 12 304
31350;BOULOGNE-SUR-GESSE; 4 790; 4 790;31350; 4 790
31360;BOUSSENS; 5 862; 5 862;31360; 5 862
31370;RIEUMES; 10 789; 10 789;31370; 10 789
31380;MONTASTRUC-LA-CONSEILLÈRE; 13 861; 13 861;31380; 13 861
31390;CARBONNE; 9 826; 9 826;31390; 9 826
31400;TOULOUSE;  0; 493 465;31000; 493 465
31410;LAVERNOSE-LACASSE; 17 786; 17 786;31410; 17 786
31420;AURIGNAC; 4 286; 4 286;31420; 4 286
31430;LE FOUSSERET; 5 607; 5 607;31430; 5 607
31440;CIERP-GAUD; 3 222; 3 471;31440; 3 471
31450;BAZIÈGE; 23 745; 23 745;31450; 23 745
31460;CARAMAN; 7 916; 7 916;31460; 7 916
31470;FONSORBES; 33 356; 33 356;31470; 33 356
31480;CADOURS; 4 487; 4 487;31480; 4 487
31490;LÉGUEVIN; 12 221; 12 221;31490; 12 221
31500;TOULOUSE;  0; 493 465;31000; 493 465
31510;SAUVETERRE-DE-COMMINGES; 3 539; 3 539;31510; 3 539
31520;RAMONVILLE-SAINT-AGNE; 14 600; 14 600;31520; 14 600
31530;LÉVIGNAC; 11 406; 11 406;31530; 11 406
31540;SAINT-FÉLIX-LAURAGAIS; 3 438; 3 438;31540; 3 438
31550;CINTEGABELLE; 4 604; 4 604;31550; 4 604
31560;NAILLOUX; 9 058; 9 058;31560; 9 058
31570;SAINTE-FOY-D'AIGREFEUILLE; 8 361; 8 361;31570; 8 361
31580;VILLENEUVE-LÉCUSSAN; 2 150; 2 150;31580; 2 150
31590;VERFEIL; 5 843; 5 843;31590; 5 843
31600;MURET; 52 559; 52 559;31600; 52 559
31620;CASTELNAU-D'ESTRÉTEFONDS; 26 042; 26 042;31620; 26 042
31650;SAINT-ORENS-DE-GAMEVILLE; 15 928; 15 928;31650; 15 928
31660;BESSIÈRES; 6 997; 6 997;31660; 6 997
31670;LABÈGE; 4 008; 4 008;31670; 4 008
31700;BLAGNAC; 47 468; 47 468;31700; 47 468
31750;ESCALQUENS; 6 967; 6 967;31750; 6 967
31770;COLOMIERS; 39 968; 39 968;31770; 39 968
31780;CASTELGINEST; 10 682; 10 682;31780; 10 682
31790;SAINT-JORY; 8 174; 8 174;31790; 8 174
31800;SAINT-GAUDENS; 22 334; 22 334;31800; 22 334
31810;VERNET; 6 268; 6 268;31810; 6 268
31820;PIBRAC; 8 578; 8 578;31820; 8 578
31830;PLAISANCE-DU-TOUCH; 19 402; 19 402;31830; 19 402
31840;AUSSONNE; 10 493; 10 493;31840; 10 493
31850;MONTRABÉ; 5 675; 5 675;31850; 5 675
31860;LABARTHE-SUR-LÈZE; 11 596; 11 596;31860; 11 596
31870;LAGARDELLE-SUR-LÈZE; 4 756; 4 756;31870; 4 756
31880;LA SALVETAT-SAINT-GILLES; 8 474; 8 474;31880; 8 474
32000;AUCH; 22 173; 22 173;32000; 22 173
32100;CONDOM; 8 708; 8 708;32100; 8 708
32110;NOGARO; 5 193; 5 193;32110; 5 193
32120;MAUVEZIN; 5 263; 5 263;32120; 5 263
32130;SAMATAN; 4 990; 4 990;32130; 4 990
32140;MASSEUBE; 4 074; 4 074;32140; 4 074
32150;CAZAUBON; 2 163; 2 163;32150; 2 163
32160;PLAISANCE; 3 687; 3 687;32160; 3 687
32170;MIÉLAN; 3 470; 3 470;32170; 3 470
32190;VIC-FEZENSAC; 6 985; 6 985;32190; 6 985
32200;GIMONT; 5 366; 5 366;32200; 5 366
32220;LOMBEZ; 4 333; 4 333;32220; 4 333
32230;MARCIAC; 3 303; 3 303;32230; 3 303
32240;ESTANG; 2 443; 2 443;32240; 2 443
32250;MONTRÉAL; 1 432; 2 647;32250; 1 432
32260;SEISSAN; 2 525; 2 525;32260; 2 525
32270;AUBIET; 3 123; 3 123;32270; 3 123
32290;AIGNAN; 2 056; 2 056;32290; 2 056
32300;MIRANDE; 8 964; 8 964;32300; 8 964
32310;VALENCE-SUR-BAÏSE; 2 313; 2 313;32310; 2 313
32320;MONTESQUIOU; 1 625; 1 625;32320; 1 625
32330;GONDRIN; 2 812; 2 812;32330; 2 812
32340;MIRADOUX; 1 542; 1 542;32340; 1 542
32350;ORDAN-LARROQUE; 2 392; 2 392;32350; 2 392
32360;JEGUN; 2 262; 2 262;32360; 2 262
32370;MANCIET; 1 601; 1 601;32370; 1 601
32380;SAINT-CLAR; 2 851; 2 851;32380; 2 851
32390;MONTESTRUC-SUR-GERS; 2 645; 2 645;32390; 2 645
32400;RISCLE; 6 323; 6 323;32400; 6 323
32410;CASTÉRA-VERDUZAN; 1 937; 1 937;32410; 1 937
32420;SIMORRE; 1 793; 1 793;32420; 1 793
32430;COLOGNE; 3 207; 3 207;32430; 3 207
32440;CASTELNAU D'AUZAN LABARRÈRE;  0; 1 215;32440; 1 215
32450;SARAMON; 2 828; 2 828;32450; 2 828
32460;LE HOUGA; 1 284; 1 284;32460; 1 284
32480;LA ROMIEU; 1 454; 1 454;32480; 1 454
32490;MONFERRAN-SAVÈS; 1 826; 1 826;32490; 1 826
32500;FLEURANCE; 8 646; 8 646;32500; 8 646
32550;PAVIE; 5 877; 5 877;32550; 5 877
32600;L'ISLE-JOURDAIN; 14 974; 14 974;32600; 14 974
32700;LECTOURE; 6 305; 6 305;32700; 6 305
32720;BARCELONNE-DU-GERS; 1 857; 1 857;32720; 1 857
32730;VILLECOMTAL-SUR-ARROS; 1 779; 1 779;32730; 1 779
32800;EAUZE; 5 471; 5 471;32800; 5 471
32810;PREIGNAN; 4 307; 4 307;32810; 4 307
33000;BORDEAUX;  0; 260 958;33000; 260 958
33100;BORDEAUX;  0; 260 958;33000; 260 958
33110;LE BOUSCAT; 23 890; 23 890;33110; 23 890
33112;SAINT-LAURENT-MÉDOC; 4 860; 4 860;33112; 4 860
33113;SAINT-SYMPHORIEN; 2 670; 2 670;33113; 2 670
33114;LE BARP; 5 605; 5 605;33114; 5 605
33115;LA TESTE-DE-BUCH;  0; 26 168;33260; 26 168
33120;ARCACHON; 11 630; 11 630;33120; 11 630
33121;CARCANS; 2 418; 2 418;33121; 2 418
33123;LE VERDON-SUR-MER; 1 326; 1 326;33123; 1 326
33124;AUROS; 3 389; 3 389;33124; 3 389
33125;HOSTENS; 3 462; 3 462;33125; 3 462
33126;FRONSAC; 2 301; 2 301;33126; 2 301
33127;SAINT-JEAN-D'ILLAC; 16 604; 16 604;33127; 16 604
33130;BÈGLES; 30 642; 30 642;33130; 30 642
33133;GALGON; 3 022; 3 022;33133; 3 022
33138;LANTON; 7 285; 7 285;33138; 7 285
33140;VILLENAVE-D'ORNON; 43 218; 43 218;33140; 43 218
33141;VILLEGOUGE; 1 635; 1 635;33141; 1 635
33150;CENON; 25 496; 25 496;33150; 25 496
33160;SAINT-MÉDARD-EN-JALLES; 40 474; 40 474;33160; 40 474
33170;GRADIGNAN; 25 694; 25 694;33170; 25 694
33180;SAINT-ESTÈPHE; 3 610; 3 610;33180; 3 610
33185;LE HAILLAN; 11 539; 11 539;33185; 11 539
33190;LA RÉOLE; 15 275; 15 275;33190; 15 275
33200;BORDEAUX;  0; 260 958;33000; 260 958
33210;LANGON; 24 540; 24 540;33210; 24 540
33220;PINEUILH; 15 354; 15 354;33220; 15 354
33230;COUTRAS; 23 348; 23 348;33230; 23 348
33240;SAINT-ANDRÉ-DE-CUBZAC; 36 924; 36 924;33240; 36 924
33250;PAUILLAC; 9 079; 9 079;33250; 9 079
33260;LA TESTE-DE-BUCH;  0; 26 168;33260; 26 168
33270;FLOIRAC; 21 887; 21 887;33270; 21 887
33290;BLANQUEFORT; 36 576; 36 576;33290; 36 576
33300;BORDEAUX;  0; 260 958;33000; 260 958
33310;LORMONT; 23 181; 23 181;33310; 23 181
33320;EYSINES; 34 629; 34 629;33320; 34 629
33330;SAINT-ÉMILION; 4 860; 4 860;33330; 4 860
33340;LESPARRE-MÉDOC; 14 744; 14 744;33340; 14 744
33350;CASTILLON-LA-BATAILLE; 14 071; 14 071;33350; 14 071
33360;CARIGNAN-DE-BORDEAUX; 15 736; 15 736;33360; 15 736
33370;ARTIGUES-PRÈS-BORDEAUX; 27 216; 27 216;33370; 27 216
33380;BIGANOS; 26 763; 26 763;33380; 26 763
33390;BLAYE; 16 980; 16 980;33390; 16 980
33400;TALENCE; 43 820; 43 820;33400; 43 820
33410;CADILLAC; 9 792; 9 792;33410; 9 792
33420;GÉNISSAC; 11 529; 11 529;33420; 11 529
33430;BAZAS; 9 971; 9 971;33430; 9 971
33440;AMBARÈS-ET-LAGRAVE; 19 797; 19 797;33440; 19 797
33450;SAINT-LOUBÈS; 24 202; 24 202;33450; 24 202
33460;MACAU; 17 469; 17 469;33460; 17 469
33470;GUJAN-MESTRAS; 30 387; 30 387;33470; 30 387
33480;CASTELNAU-DE-MÉDOC; 16 111; 16 111;33480; 16 111
33490;SAINT-MACAIRE; 10 182; 10 182;33490; 10 182
33500;LIBOURNE; 28 980; 28 980;33500; 28 980
33510;ANDERNOS-LES-BAINS; 12 242; 12 242;33510; 12 242
33520;BRUGES; 19 403; 19 403;33520; 19 403
33530;BASSENS; 7 472; 7 472;33530; 7 472
33540;SAUVETERRE-DE-GUYENNE; 6 195; 6 195;33540; 6 195
33550;LANGOIRAN; 7 771; 7 771;33550; 7 771
33560;CARBON-BLANC; 13 086; 13 086;33560; 13 086
33570;MONTAGNE; 5 926; 5 926;33570; 5 926
33580;MONSÉGUR; 4 785; 4 785;33580; 4 785
33590;SAINT-VIVIEN-DE-MÉDOC; 6 015; 6 015;33590; 6 015
33600;PESSAC; 65 245; 65 245;33600; 65 245
33610;CESTAS; 23 114; 23 114;33610; 23 114
33620;LARUSCADE; 13 975; 13 975;33620; 13 975
33640;PORTETS; 10 668; 10 668;33640; 10 668
33650;LA BRÈDE; 21 612; 21 612;33650; 21 612
33660;SAINT-SEURIN-SUR-L'ISLE; 6 441; 6 441;33660; 6 441
33670;CRÉON; 13 465; 13 465;33670; 13 465
33680;LACANAU; 9 529; 9 529;33680; 9 529
33690;GRIGNOLS; 3 109; 3 109;33690; 3 109
33700;MÉRIGNAC; 72 197; 72 197;33700; 72 197
