Code postal 2022;Libellé poste;Code géographique PMSI 2022;latitude;longitude
20151;SARI-D'ORCINO;2AC14;42.0929;8.8126
20152;SORBOLLANO;2AC16;41.7519;9.1095
20153;GUITERA-LES-BAINS;2AC15;41.9167;9.0833
20157;FRASSETO;2AC15;41.8961;9.0221
20160;GUAGNO;2AC13;42.178;8.832866666666668
20163;TAVERA;2AC14;42.0688;9.0131
20164;CARGIACA;2AC16;41.7312;9.048
20165;LORETO-DI-TALLANO;2AC16;41.7194;9.0373
20166;PIETROSELLA;2AC14;41.8285;8.9144
20167;ALATA;2AC14;42.0035;8.811490000000001
20168;CORRANO;2AC15;41.8906;9.0653
20169;BONIFACIO;2AC19;41.3872;9.1567
20170;SAN-GAVINO-DI-CARBINI;2AC16;41.7212;9.139933333333332
20171;MONACIA-D'AULLÈNE;2AC19;41.5136;9.0122
20172;VERO;2AC14;42.0631;8.9325
20173;ZÉVACO;2AC15;41.8924;9.0493
20190;SANTA-MARIA-SICHÉ;2AC15;41.8465;8.995000000000001
20200;BASTIA;2BC02;42.7316;9.438175
20212;ERBAJOLO;2BC08;42.3217;9.28701
20213;PENTA-DI-CASINCA;2BC06;42.4168;9.439157142857145
20214;CALENZANA;2BC07;42.5302;8.870075
20215;VESCOVATO;2BC06;42.4502;9.425928571428573
20217;SAINT-FLORENT;2BC01;42.8169;9.335242857142855
20218;MOROSAGLIA;2BC05;42.4228;9.1948
20219;VIVARIO;2BC08;42.1698;9.17755
20220;L'ÎLE-ROUSSE;2BC04;42.6042;8.91155
20221;CERVIONE;2BC09;42.3343;9.492625
20222;BRANDO;2BC01;42.7667;9.45
20224;CALACUCCIA;2BC08;42.3176;9.00958
20225;MURO;2BC04;42.5742;8.910266666666667
20226;BELGODÈRE;2BC04;42.5618;9.028316666666669
20227;GHISONI;2BC11;42.1032;9.2115
20228;LURI;2BC01;42.8769;9.39135
20229;PIEDICROCE;2BC06;42.4005;9.374873333333332
20230;SAN-NICOLAO;2BC10;42.2991;9.48007142857143
20231;VENACO;2BC08;42.2323;9.1725
20232;OLETTA;2BC03;42.5987;9.35215
20233;SISCO;2BC01;42.8;9.4317
20234;PERELLI;2BC09;42.3229;9.404533333333331
20235;CASTELLO-DI-ROSTINO;2BC05;42.5044;9.294975
20236;OMESSA;2BC08;42.3703;9.17165
20237;LA PORTA;2BC06;42.4463;9.356485714285714
20238;CENTURI;2BC01;42.9659;9.35855
20239;MURATO;2BC02;42.578;9.34525
20240;GHISONACCIA;2BC11;41.9436;9.321316666666666
20242;PIETROSO;2BC08;42.1735;9.2389
20243;PRUNELLI-DI-FIUMORBO;2BC11;41.985;9.303075
20244;SAN-LORENZO;2BC05;42.3569;9.270957142857142
20245;GALÉRIA;2BC07;42.3779;8.713750000000001
20246;SANTO-PIETRO-DI-TENDA;2BC03;42.5835;9.27746
20247;ROGLIANO;2BC01;42.9561;9.4184
20248;TOMINO;2BC01;42.9561;9.43055
20250;CORTE;2BC08;42.2511;9.182575
20251;PANCHERACCIA;2BC08;42.2167;9.34086
20252;CAMPITELLO;2BC02;42.5286;9.299733333333334
20253;PATRIMONIO;2BC03;42.7316;9.368833333333331
20256;CORBARA;2BC04;42.6144;8.9066
20259;OLMI-CAPPELLA;2BC04;42.5201;9.01825
20260;CALVI;2BC07;42.566;8.815366666666668
20270;ALÉRIA;2BC10;42.1667;9.40626
20272;ZALANA;2BC10;42.2712;9.359925
20275;ERSA;2BC01;42.975;9.3806
20276;ASCO;2BC05;42.454;9.0338
20279;VILLE-DI-PARASO;2BC04;42.5656;8.9859
20287;MERIA;2BC01;42.9268;9.4526
20290;BORGO;2BC02;42.4684;9.380641666666667
20600;FURIANI;2BC02;42.7028;9.43225
20620;BIGUGLIA;2BC02;42.6269;9.4202
21000;DIJON;21000;47.3167;5.0167
21110;GENLIS;21110;47.276;5.20905
21120;IS-SUR-TILLE;21120;47.5636;5.0703
21121;FONTAINE-LÈS-DIJON;21121;47.3906;4.9744
21130;AUXONNE;21130;47.157;5.3673
21140;SEMUR-EN-AUXOIS;21140;47.4701;4.363105882352941
21150;VENAREY-LES-LAUMES;21150;47.6114;4.517452380952381
21160;MARSANNAY-LA-CÔTE;21160;47.2951;4.96718
21170;LOSNE;21170;47.1486;5.257192857142857
21190;MEURSAULT;21C02;46.9292;4.76250625
21200;BEAUNE;21200;46.991;4.884430769230769
21210;SAULIEU;21210;47.2621;4.263041666666667
21220;GEVREY-CHAMBERTIN;21220;47.1694;4.9086875
21230;ARNAY-LE-DUC;21230;47.1629;4.50828
21240;TALANT;21240;47.3369;5.0089
21250;SEURRE;21C03;47.0235;5.1421
21260;SELONGEY;21260;47.5333;5.2172625
21270;PONTAILLER-SUR-SAÔNE;21270;47.3467;5.389705555555556
21290;RECEY-SUR-OURCE;21290;47.7335;4.873482352941176
21300;CHENÔVE;21300;47.2932;5.0046
21310;MIREBEAU-SUR-BÈZE;21310;47.4132;5.31615
21320;POUILLY-EN-AUXOIS;21320;47.2902;4.5409041666666665
21330;LAIGNES;21330;47.8661;4.392711764705883
21340;NOLAY;21340;46.952;4.620915384615385
21350;VITTEAUX;21350;47.3679;4.529795833333334
21360;BLIGNY-SUR-OUCHE;21360;47.1833;4.662121739130434
21370;PLOMBIÈRES-LÈS-DIJON;21370;47.3421;4.89908
21380;MESSIGNY-ET-VANTOUX;21380;47.4495;5.021271428571429
21390;PRÉCY-SOUS-THIL;21390;47.4187;4.347573333333333
21400;CHÂTILLON-SUR-SEINE;21400;47.809;4.571375862068965
21410;FLEUREY-SUR-OUCHE;21410;47.3464;4.791146153846154
21420;SAVIGNY-LÈS-BEAUNE;21420;47.0796;4.83112
21430;LIERNAIS;21430;47.1819;4.300338461538462
21440;SAINT-MARTIN-DU-MONT;21C01;47.4437;4.789899999999999
21450;VILLAINES-EN-DUESMOIS;21450;47.7189;4.615446666666667
21460;ÉPOISSES;21460;47.436;4.18905
21470;BRAZEY-EN-PLAINE;21470;47.1378;5.2154
21490;VAROIS-ET-CHAIGNOT;21490;47.3797;5.118869999999999
21500;MONTBARD;21500;47.6512;4.330751724137931
21510;AIGNAY-LE-DUC;21510;47.6624;4.7195875
21520;MONTIGNY-SUR-AUBE;21C04;47.9452;4.802429999999999
21530;LA ROCHE-EN-BRENIL;21530;47.4004;4.13082
21540;SOMBERNON;21540;47.2815;4.698085000000001
21550;LADOIX-SERRIGNY;21550;47.0667;4.8833
21560;ARC-SUR-TILLE;21560;47.3163;5.181875
21570;BELAN-SUR-OURCE;21C04;47.9977;4.645283333333333
21580;GRANCEY-LE-CHÂTEAU-NEUVELLE;21580;47.619;4.98374
21590;SANTENAY;21C02;46.9129;4.6967
21600;LONGVIC;21600;47.2616;5.066466666666667
21610;FONTAINE-FRANÇAISE;21610;47.5393;5.39039
21630;POMMARD;21C02;47.0096;4.7945
21640;GILLY-LÈS-CÎTEAUX;21640;47.1667;4.9760333333333335
21690;VERREY-SOUS-SALMAISE;21C01;47.4563;4.6733625
21700;NUITS-SAINT-GEORGES;21700;47.0966;4.945213636363636
21760;LAMARCHE-SUR-SAÔNE;21760;47.2695;5.3859
21800;CHEVIGNY-SAINT-SAUVEUR;21800;47.2991;5.1166
21820;LABERGEMENT-LÈS-SEURRE;21C03;46.9981;5.0939
21850;SAINT-APOLLINAIRE;21850;47.3333;5.0833
21910;NOIRON-SOUS-GEVREY;21910;47.1941;5.0724833333333335
22000;SAINT-BRIEUC;22000;48.5151;-2.7684
22100;DINAN;22100;48.4639;-2.0622933333333333
22110;ROSTRENEN;22110;48.31;-3.2972571428571427
22120;YFFINIAC;22120;48.5141;-2.657775
22130;PLANCOËT;22130;48.5473;-2.24572
22140;BÉGARD;22140;48.6961;-3.2853636363636367
22150;PLUC-L'HERMITAGE;22150;48.3359;-2.728177777777778
22160;CALLAC;22160;48.3848;-3.432925
22170;CHÂTELAUDREN-PLOUAGAT;22170;48.508;-2.9706444444444444
22190;PLÉRIN;22190;48.5345;-2.7698
22200;GUINGAMP;22200;48.5762;-3.14799
22210;PLÉMET;22210;48.1317;-2.608522222222222
22220;TRÉGUIER;22220;48.7869;-3.225675
22230;MERDRIGNAC;22230;48.2002;-2.3919444444444444
22240;FRÉHEL;22240;48.6264;-2.38495
22250;BROONS;22250;48.3088;-2.2934375
22260;PLOËZAL;22260;48.7042;-3.1692666666666667
22270;JUGON-LES-LACS - COMMUNE NOUVELLE;22270;48.4421;-2.3400333333333334
22290;LANVOLLON;22290;48.6653;-3.0166642857142856
22300;LANNION;22300;48.7326;-3.462888888888889
22310;PLESTIN-LES-GRÈVES;22310;48.6036;-3.595425
22320;CORLAY;22320;48.2825;-3.005814285714286
22330;LE MENÉ;22330;48.2813;-2.52015
22340;MAËL-CARHAIX;22340;48.299;-3.476825
22350;CAULNES;22350;48.35;-2.127075
22360;LANGUEUX;22360;48.4953;-2.7182
22370;PLÉNEUF-VAL-ANDRÉ;22370;48.5911;-2.5485
22380;SAINT-CAST-LE-GUILDO;22380;48.6304;-2.2589
22390;BOURBRIAC;22390;48.4889;-3.231275
22400;LAMBALLE-ARMOR;22400;48.4453;-2.5218166666666666
22410;SAINT-QUAY-PORTRIEUX;22410;48.6517;-2.864525
22420;PLOUARET;22420;48.6435;-3.48208
22430;ERQUY;22430;48.6313;-2.4651
22440;PLOUFRAGAN;22440;48.4901;-2.8290666666666664
22450;LA ROCHE-JAUDY;22450;48.7249;-3.2848083333333338
22460;UZEL;22460;48.2777;-2.8536428571428574
22470;PLOUÉZEC;22470;48.7489;-2.9847
22480;SAINT-NICOLAS-DU-PÉLEM;22480;48.3128;-3.16029
22490;PLESLIN-TRIGAVOU;22490;48.55;-2.033525
22500;PAIMPOL;22500;48.7371;-3.03725
22510;BRÉHAND;22510;48.3859;-2.5646
22520;BINIC-ÉTABLES-SUR-MER;22680;48.6261;-2.8301
22530;GUERLÉDAN;22530;48.2432;-2.97132
22540;LOUARGAT;22540;48.5661;-3.2946000000000004
22550;MATIGNON;22550;48.609;-2.3274
22560;PLEUMEUR-BODOU;22560;48.7693;-3.54275
22570;BON REPOS SUR BLAVET;22570;48.2263;-3.1596
22580;PLOUHA;22580;48.7128;-2.9469000000000003
22590;PORDIC;22590;48.5709;-2.853133333333333
22600;LOUDÉAC;22600;48.1776;-2.7773714285714286
22610;PLEUBIAN;22610;48.8421;-3.143133333333333
22620;PLOUBAZLANEC;22C03;48.8004;-3.0319
22630;ÉVRAN;22630;48.351;-1.9989142857142856
22640;PLÉNÉE-JUGON;22640;48.4239;-2.436275
22650;BEAUSSAIS-SUR-MER;22C01;48.5802;-2.1555
22660;TRÉVOU-TRÉGUIGNEC;22660;48.8085;-3.3653
22680;BINIC-ÉTABLES-SUR-MER;22680;48.6261;-2.83375
22690;PLEUDIHEN-SUR-RANCE;22690;48.4887;-1.97465
22700;PERROS-GUIREC;22700;48.7942;-3.4338
22710;PENVÉNAN;22710;48.8118;-3.2955
22720;PLÉSIDY;22720;48.4616;-3.08885
22730;TRÉGASTEL;22730;48.8167;-3.5
22740;LÉZARDRIEUX;22740;48.8023;-3.1359
22750;SAINT-JACUT-DE-LA-MER;22C01;48.5969;-2.1906
22770;LANCIEUX;22770;48.6075;-2.1503
22780;LOGUIVY-PLOUGRAS;22780;48.5223;-3.530566666666666
22800;QUINTIN;22800;48.4296;-2.9308363636363635
22810;PLOUNÉVEZ-MOËDEC;22810;48.5162;-3.40725
22820;PLOUGRESCANT;22820;48.8403;-3.2289
22830;PLOUASNE;22830;48.3019;-2.0084
22860;PLOURIVO;22C02;48.7456;-3.0711
22870;ÎLE-DE-BRÉHAT;22C03;48.8459;-3.0005
22930;YVIAS;22C02;48.7147;-3.0521
22940;PLAINTEL;22940;48.4522;-2.81625
22950;TRÉGUEUX;22950;48.4903;-2.7383
22960;PLÉDRAN;22960;48.4456;-2.7461
22970;PLOUMAGOAR;22970;48.5453;-3.1599500000000003
22980;PLÉLAN-LE-PETIT;22980;48.4357;-2.1987125
23000;GUÉRET;23000;46.1307;1.86832
23100;LA COURTINE;23100;45.7335;2.271316666666667
23110;ÉVAUX-LES-BAINS;23110;46.1757;2.4623
23120;VALLIÈRE;23C02;45.9313;2.2212
23130;CHÉNÉRAILLES;23130;46.1319;2.22659
23140;PIONNAT;23140;46.14;2.11159
23150;AHUN;23150;46.0554;2.0095181818181818
23160;AZERABLES;23160;46.3913;1.5479166666666666
23170;CHAMBON-SUR-VOUEIZE;23170;46.2705;2.3831666666666664
23190;CHAMPAGNAT;23190;45.9437;2.3200000000000003
23200;AUBUSSON;23200;45.9819;2.201685714285714
23210;BÉNÉVENT-L'ABBAYE;23C05;46.0823;1.660125
23220;BONNAT;23220;46.358;1.87691
23230;GOUZON;23230;46.1919;2.2464250000000003
23240;LE GRAND-BOURG;23240;46.1563;1.60475
23250;SARDENT;23250;46.0569;1.8837363636363635
23260;CROCQ;23C04;45.899;2.3520866666666667
23270;CLUGNAT;23270;46.3;2.054642857142857
23290;FURSAC;23290;46.1445;1.51325
23300;LA SOUTERRAINE;23300;46.201;1.515757142857143
23320;SAINT-VAURY;23320;46.1499;1.736816666666667
23340;FAUX-LA-MONTAGNE;23C03;45.7833;1.9404666666666668
23350;GENOUILLAC;23350;46.4076;2.004525
23360;LOURDOUEIX-SAINT-PIERRE;23360;46.4164;1.8108
23380;AJAIN;23380;46.2071;1.9597
23400;BOURGANEUF;23400;45.8979;1.7271692307692308
23420;MÉRINCHAL;23C04;45.9168;2.4884
23430;SAINT-MARTIN-SAINTE-CATHERINE;23C05;45.9743;1.59225
23450;FRESSELINES;23C01;46.3829;1.6828
23460;ROYÈRE-DE-VASSIVIÈRE;23C03;45.8834;1.9264
23480;SAINT-SULPICE-LES-CHAMPS;23480;46.0494;2.0391857142857144
23500;FELLETIN;23C02;45.8371;2.15515
23600;BOUSSAC;23600;46.4024;2.2198
23700;AUZANCES;23700;45.9814;2.4718000000000004
23800;DUN-LE-PALESTEL;23C01;46.3043;1.6696222222222223
24000;PÉRIGUEUX;24000;45.1869;0.7144
24100;BERGERAC;24100;44.8163;0.50625
24110;SAINT-ASTIER;24110;45.0449;0.549175
24120;TERRASSON-LAVILLEDIEU;24120;45.1139;1.3137909090909092
24130;PRIGONRIEUX;24130;44.9173;0.3520818181818181
24140;EYRAUD-CREMPSE-MAURENS;24140;44.9517;0.55105625
24150;LALINDE;24150;44.8273;0.7329214285714285
24160;EXCIDEUIL;24160;45.3376;1.079576923076923
24170;PAYS DE BELVÈS;24170;44.8153;1.0449947368421053
24190;NEUVIC;24190;45.0853;0.4316111111111111
24200;SARLAT-LA-CANÉDA;24200;44.889;1.2406375
24210;THENON;24210;45.16;1.061453846153846
24220;SAINT-CYPRIEN;24220;44.8419;1.059723076923077
24230;SAINT-ANTOINE-DE-BREUILH;24230;44.8928;0.09423
24240;SIGOULÈS-ET-FLAUGEAC;24240;44.783;0.428676923076923
24250;CÉNAC-ET-SAINT-JULIEN;24250;44.7446;1.2169692307692306
24260;LE BUGUE;24260;44.9432;0.92678
24270;LANOUAILLE;24270;45.4507;1.1758875
24290;MONTIGNAC-LASCAUX;24290;45.1063;1.151309090909091
24300;NONTRON;24300;45.5549;0.635475
24310;BRANTÔME EN PÉRIGORD;24310;45.388;0.6155999999999999
24320;VERTEILLAC;24320;45.3472;0.3754947368421052
24330;BOULAZAC ISLE MANOIRE;24C01;45.131;0.8630749999999999
24340;MAREUIL EN PÉRIGORD;24340;45.4206;0.4894307692307693
24350;TOCANE-SAINT-APRE;24350;45.2535;0.5209699999999999
24360;PIÉGUT-PLUVIERS;24360;45.6766;0.6454333333333333
24370;PECHS-DE-L'ESPÉRANCE;24370;44.8841;1.35547
24380;VERGT;24380;45.0879;0.7169933333333333
24390;HAUTEFORT;24390;45.234;1.1553272727272728
24400;MUSSIDAN;24400;45.035;0.3565875
24410;SAINT AULAYE-PUYMANGOU;24410;45.2667;0.1604857142857143
24420;SORGES ET LIGUEUX EN PÉRIGORD;24420;45.2452;0.8927
24430;MARSAC-SUR-L'ISLE;24430;45.1833;0.6192
24440;BEAUMONTOIS EN PÉRIGORD;24440;44.7426;0.7798454545454546
24450;LA COQUILLE;24450;45.5499;0.97298
24460;CHÂTEAU-L'ÉVÊQUE;24460;45.2456;0.7893428571428572
24470;SAINT-PARDOUX-LA-RIVIÈRE;24470;45.5438;0.780025
24480;LE BUISSON-DE-CADOUIN;24480;44.85;0.89482
24490;LA ROCHE-CHALAIS;24490;45.1516;0.008
24500;EYMET;24500;44.7086;0.4431454545454545
24510;VAL DE LOUYRE ET CAUDEAU;24510;44.9469;0.7889
24520;COURS-DE-PILE;24520;44.8443;0.5974666666666667
24530;CHAMPAGNAC-DE-BELAIR;24530;45.3954;0.7030571428571429
24540;CAPDROT;24540;44.6968;0.8807076923076923
24550;VILLEFRANCHE-DU-PÉRIGORD;24550;44.593;1.0725875
24560;ISSIGEAC;24560;44.7377;0.6092222222222222
24570;LE LARDIN-SAINT-LAZARE;24570;45.1333;1.2235999999999998
24580;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;24580;45.0354;1.0028666666666666
24590;SALIGNAC-EYVIGUES;24590;44.9543;1.3289375
24600;RIBÉRAC;24600;45.2878;0.3400133333333333
24610;VILLEFRANCHE-DE-LONCHAT;24610;44.9726;0.08865
24620;LES EYZIES;24620;44.9658;1.0686166666666663
24630;JUMILHAC-LE-GRAND;24630;45.4945;1.064
24640;CUBJAC-AUVÉZÈRE-VAL D'ANS;24640;45.2285;0.9803166666666666
24650;CHANCELADE;24650;45.2055;0.6655
24660;COULOUNIEIX-CHAMIERS;24C01;45.1577;0.7022999999999999
24680;LAMONZIE-SAINT-MARTIN;24680;44.8472;0.3618
24700;MONTPON-MÉNESTÉROL;24700;45.0774;0.15791
24750;TRÉLISSAC;24C01;45.1717;0.7670428571428571
24800;THIVIERS;24800;45.3892;0.91265
25000;BESANÇON;25000;47.2488;6.0182
25110;BAUME-LES-DAMES;25110;47.3167;6.363265217391304
25111;MONTGESOYE;25C04;47.0825;6.1917
25113;SAINTE-MARIE;25C01;47.5082;6.6965
25115;POUILLEY-LES-VIGNES;25115;47.2577;5.9358
25120;MAÎCHE;25120;47.2711;6.779833333333333
25130;VILLERS-LE-LAC;25130;47.0632;6.667
25140;CHARQUEMONT;25140;47.2188;6.800875
25150;PONT-DE-ROIDE-VERMONDANS;25150;47.3833;6.742445454545455
25160;LABERGEMENT-SAINTE-MARIE;25160;46.8381;6.29183
25170;PELOUSEY;25170;47.2534;5.836
25190;SAINT-HIPPOLYTE;25190;47.3341;6.790639130434783
25200;MONTBÉLIARD;25200;47.5096;6.809733333333333
25210;LE RUSSEY;25210;47.2;6.687613333333333
25220;THISE;25220;47.2675;6.117175
25230;SELONCOURT;25230;47.4437;6.87565
25240;MOUTHE;25240;46.6833;6.176284615384616
25250;L'ISLE-SUR-LE-DOUBS;25250;47.4076;6.588472727272728
25260;MONTENOIS;25260;47.4522;6.677566666666667
25270;LEVIER;25270;46.9324;6.063481818181819
25290;ORNANS;25290;47.1075;6.0671
25300;PONTARLIER;25300;46.9279;6.350984615384615
25310;HÉRIMONCOURT;25310;47.4057;6.87449
25320;MONTFERRAND-LE-CHÂTEAU;25320;47.1976;5.89803076923077
25330;AMANCEY;25330;47.0873;6.085094117647059
25340;PAYS-DE-CLERVAL;25340;47.3825;6.483035294117648
25350;MANDEURE;25350;47.4492;6.8076
25360;NANCRAY;25360;47.2457;6.3056875
25370;JOUGNE;25370;46.7764;6.343911111111111
25380;BELLEHERBE;25380;47.2895;6.668576923076923
25390;ORCHAMPS-VENNES;25390;47.1528;6.543044444444444
25400;AUDINCOURT;25400;47.4947;6.83365
25410;SAINT-VIT;25410;47.1673;5.824861538461539
25420;VOUJEAUCOURT;25420;47.4886;6.760540000000001
25430;SANCEY;25430;47.3279;6.569438461538462
25440;QUINGEY;25440;47.1206;5.899441935483871
25450;DAMPRICHARD;25450;47.2441;6.8812
25460;ÉTUPES;25460;47.5053;6.8707
25470;TRÉVILLERS;25470;47.2785;6.915366666666666
25480;ÉCOLE-VALENTIN;25480;47.2864;5.973966666666667
25490;FESCHES-LE-CHÂTEL;25490;47.5349;6.91415
25500;MORTEAU;25500;47.1082;6.624985714285714
25510;PIERREFONTAINE-LES-VARANS;25510;47.216;6.492271428571429
25520;GOUX-LES-USIERS;25520;47.0194;6.298830000000001
25530;VERCEL-VILLEDIEU-LE-CAMP;25530;47.2417;6.410957142857143
25550;BAVANS;25C01;47.4853;6.727444444444444
25560;FRASNE;25560;46.8874;6.178533333333333
25570;GRAND'COMBE-CHÂTELEU;25C03;47.0167;6.5833
25580;ÉTALANS;25580;47.0833;6.286064705882353
25600;SOCHAUX;25600;47.5453;6.84812
25610;ARC-ET-SENANS;25610;47.0313;5.7703
25620;MAMIROLLE;25620;47.1986;6.147583333333333
25630;SAINTE-SUZANNE;25630;47.5002;6.7678
25640;MARCHAUX-CHAUDEFONTAINE;25640;47.4098;6.21385925925926
25650;GILLEY;25650;47.0228;6.4549875
25660;SAÔNE;25660;47.1992;6.074825
25680;ROUGEMONT;25680;47.4821;6.345690476190477
25690;AVOUDREY;25690;47.1098;6.436275
25700;VALENTIGNEY;25700;47.4639;6.8083
25720;AVANNE-AVENEY;25720;47.2069;5.98692
25750;ARCEY;25750;47.5514;6.6806600000000005
25770;FRANOIS;25770;47.2333;5.9151
25790;LES GRAS;25C03;46.9951;6.5445
25800;VALDAHON;25800;47.1307;6.353066666666667
25820;LAISSEY;25C02;47.2973;6.2282
25840;VUILLAFANS;25C04;47.0648;6.209
25870;LES AUXONS;25870;47.339;6.034376470588235
25920;MOUTHIER-HAUTE-PIERRE;25C04;47.0397;6.2751
25930;LODS;25C04;47.045;6.2481
25960;DELUZ;25C02;47.2939;6.2015
26000;VALENCE;26000;44.9256;4.9096
26100;ROMANS-SUR-ISÈRE;26100;45.0496;5.066
26110;NYONS;26110;44.3827;5.206952173913043
26120;CHABEUIL;26120;44.8757;5.031658333333334
26130;SAINT-PAUL-TROIS-CHÂTEAUX;26130;44.3474;4.809900000000001
26140;SAINT-RAMBERT-D'ALBON;26140;45.2461;4.840975
26150;DIE;26150;44.7536;5.3435
26160;LA BÉGUDE-DE-MAZENC;26160;44.5152;4.9448875
26170;BUIS-LES-BARONNIES;26170;44.2595;5.312784210526315
26190;SAINT-JEAN-EN-ROYANS;26190;44.9667;5.2781
26200;MONTÉLIMAR;26200;44.5811;4.7409
26210;SAINT-SORLIN-EN-VALLOIRE;26210;45.31;4.987883333333333
26220;DIEULEFIT;26220;44.5256;5.1157
26230;GRIGNAN;26230;44.4197;4.8536375
26240;SAINT-VALLIER;26240;45.2101;4.87097
26250;LIVRON-SUR-DRÔME;26250;44.7769;4.8418
26260;SAINT-DONAT-SUR-L'HERBASSE;26260;45.18;4.976039999999999
26270;LORIOL-SUR-DRÔME;26270;44.747;4.82125
26290;DONZÈRE;26290;44.4168;4.73775
26300;BOURG-DE-PÉAGE;26300;45.0293;5.095658333333334
26310;LUC-EN-DIOIS;26C03;44.6274;5.4951375
26320;SAINT-MARCEL-LÈS-VALENCE;26320;44.9713;4.9532
26330;CHÂTEAUNEUF-DE-GALAURE;26330;45.2193;4.96985
26340;SAILLANS;26340;44.5858;5.256694444444445
26350;VALHERBASSE;26350;45.1955;5.09325
26380;PEYRINS;26380;45.0933;5.0451
26390;HAUTERIVES;26C01;45.2557;5.0171
26400;CREST;26400;44.7667;5.055904166666667
26410;CHÂTILLON-EN-DIOIS;26C02;44.6474;5.511966666666666
26420;LA CHAPELLE-EN-VERCORS;26420;45.0511;5.42184
26450;CHAROLS;26450;44.6441;4.949925
26460;BOURDEAUX;26460;44.6186;5.15385
26470;LA MOTTE-CHALANCON;26C03;44.4975;5.3849
26500;BOURG-LÈS-VALENCE;26500;44.947;4.8946
26510;RÉMUZAT;26510;44.3167;5.381307692307693
26530;LE GRAND-SERRE;26C01;45.2694;5.1043
26540;MOURS-SAINT-EUSÈBE;26540;45.0651;5.0578
26560;SÉDERON;26C04;44.2389;5.58131
26570;MONTBRUN-LES-BAINS;26C04;44.1859;5.453180000000001
26600;TAIN-L'HERMITAGE;26600;45.0834;4.878492857142858
26620;LUS-LA-CROIX-HAUTE;26C02;44.667;5.7073
26700;PIERRELATTE;26700;44.397;4.73035
26730;EYMEUX;26730;45.0767;5.201766666666667
26740;MONTBOUCHER-SUR-JABRON;26740;44.604;4.8127
26750;GÉNISSIEUX;26750;45.0874;5.120525
26760;BEAUMONT-LÈS-VALENCE;26760;44.862;4.9395500000000006
26770;TAULIGNAN;26770;44.3985;5.006625
26780;CHÂTEAUNEUF-DU-RHÔNE;26780;44.4971;4.77065
26790;SUZE-LA-ROUSSE;26790;44.2876;4.86796
26800;PORTES-LÈS-VALENCE;26800;44.8559;4.9042200000000005
27000;ÉVREUX;27000;49.0241;1.1508
27100;VAL-DE-REUIL;27100;49.2755;1.2266333333333332
27110;LE NEUBOURG;27110;49.1901;0.9553714285714284
27120;PACY-SUR-EURE;27120;49.0079;1.355925
27130;VERNEUIL D'AVRE ET D'ITON;27C14;48.7733;0.9136625
27140;GISORS;27140;49.2818;1.749
27150;ÉTRÉPAGNY;27C10;49.3062;1.5991
27160;BRETEUIL;27C14;48.8028;0.9173222222222224
27170;BEAUMONT-LE-ROGER;27170;49.0028;0.82928
27180;SAINT-SÉBASTIEN-DE-MORSENT;27180;49.0245;1.0645363636363636
27190;CONCHES-EN-OUCHE;27C07;48.9375;0.9497875
27200;VERNON;27200;49.0929;1.4633
27210;BEUZEVILLE;27210;49.4178;0.3812125
27220;SAINT-ANDRÉ-DE-L'EURE;27220;48.9519;1.2889166666666667
27230;THIBERVILLE;27230;49.0953;0.4718526315789473
27240;MESNILS-SUR-ITON;27240;48.9303;1.068633333333333
27250;RUGLES;27250;48.8437;0.6962555555555556
27260;ÉPAIGNES;27260;49.2017;0.41679
27270;BROGLIE;27270;48.9867;0.5366083333333334
27290;APPEVILLE-ANNEBAULT;27290;49.3;0.6959615384615384
27300;BERNAY;27300;49.0833;0.59334375
27310;BOURG-ACHARD;27310;49.3331;0.827675
27320;NONANCOURT;27C09;48.8065;1.2087714285714284
27330;MESNIL-EN-OUCHE;27C12;48.9261;0.6858307692307692
27340;PONT-DE-L'ARCHE;27340;49.3032;1.12174
27350;ROUTOT;27350;49.3965;0.7031
27360;PONT-SAINT-PIERRE;27C06;49.3356;1.276
27370;LE THUIT DE L'OISON;27370;49.2333;0.9375962962962964
27380;FLEURY-SUR-ANDELLE;27380;49.305;1.3245
27390;MONTREUIL-L'ARGILLÉ;27390;48.9391;0.48855
27400;LOUVIERS;27400;49.2058;1.134185
27410;LE NOYER-EN-OUCHE;27C12;49.0244;0.7069076923076923
27420;CHÂTEAU-SUR-EPTE;27420;49.2181;1.58911
27430;ANDÉ;27430;49.2754;1.2624777777777778
27440;ÉCOUIS;27C05;49.2963;1.4213
27450;SAINT-GEORGES-DU-VIÈVRE;27450;49.289;0.5955142857142857
27460;IGOVILLE;27460;49.3199;1.1771333333333334
27470;SERQUIGNY;27470;49.0908;0.7158666666666668
27480;LYONS-LA-FORÊT;27C11;49.415;1.5390625
27490;CLEF VALLÉE D'EURE;27490;49.1092;1.2443166666666667
27500;PONT-AUDEMER;27500;49.3491;0.54396
27510;VEXIN-SUR-EPTE;27C13;49.1589;1.5319666666666665
27520;GRAND BOURGTHEROULDE;27520;49.3;0.812276923076923
27530;ÉZY-SUR-EURE;27530;48.8667;1.39765
27540;IVRY-LA-BATAILLE;27540;48.8833;1.4595
27550;NASSANDRES SUR RISLE;27550;49.1477;0.7254499999999999
27560;LIEUREY;27560;49.212;0.5316333333333333
27570;TILLIÈRES-SUR-AVRE;27570;48.7874;1.069175
